0.375 0 0.875
0.5 0 1
0.458333 0 0.958333
0.416667 0 0.916667
0.25 0 0.75
0.125 0 0.625
0.166667 0 0.666667
0.208333 0 0.708333
-0.5 0 0
-0.375 0 0.125
-0.458333 0 0.0416667
-0.416667 0 0.0833333
-0.25 0 0.25
-0.375 0 0.125
-0.291667 0 0.208333
-0.333333 0 0.166667
-0.375 0 0.125
-0.25 0 0.25
-0.333333 0 0.166667
-0.291667 0 0.208333
-0.5 0 0
-0.375 0 0.125
-0.416667 0 0.0833333
-0.458333 0 0.0416667
-0.25 0 0.25
-0.125 0 0.375
-0.208333 0 0.291667
-0.166667 0 0.333333
9.99201e-16 0 0.5
-0.125 0 0.375
-0.0416667 0 0.458333
-0.0833333 0 0.416667
9.99201e-16 0 0.5
0.125 0 0.625
0.0833333 0 0.583333
0.0416667 0 0.541667
0.25 0 0.75
0.125 0 0.625
0.208333 0 0.708333
0.166667 0 0.666667
9.99201e-16 0 0.5
0.125 0 0.625
0.0416667 0 0.541667
0.0833333 0 0.583333
0.25 0 0.75
0.375 0 0.875
0.291667 0 0.791667
0.333333 0 0.833333
-0.125 0 0.375
9.99201e-16 0 0.5
-0.0833333 0 0.416667
-0.0416667 0 0.458333
0.375 0 0.875
0.5 0 1
0.416667 0 0.916667
0.458333 0 0.958333
-0.25 0 0.25
-0.125 0 0.375
-0.166667 0 0.333333
-0.208333 0 0.291667
0.25 0 0.75
0.375 0 0.875
0.333333 0 0.833333
0.291667 0 0.791667
